submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
02/11/2022,IL,2987502,2987502,0,0,0,35725,31795,3930,0,0,02/12/2022 02:17:24 PM,Agree,Agree
08/16/2020,CA,621562,621562,0,7873,0,11104,11104,0,110,0,08/18/2020 12:00:00 AM,Agree,Agree
06/30/2021,CA,3710454,3710454,0,-4359,0,63023,63023,0,24,0,07/02/2021 12:00:00 AM,Agree,Agree
08/27/2020,WA,73023,,,573,21,1890,,,10,0,08/27/2020 12:00:00 AM,N/A,N/A
04/20/2021,WA,387379,,,1180,297,5407,,,13,0,04/20/2021 12:00:00 AM,N/A,N/A
05/07/2022,IL,3169315,3169315,0,0,0,37956,33660,4296,0,0,05/09/2022 01:14:40 PM,Agree,Agree
06/18/2020,IL,135639,134778,861,593,0,6718,6537,181,52,0,06/19/2020 03:01:11 PM,Agree,Agree
05/25/2021,WA,429343,,,1514,260,5722,,,13,0,05/25/2021 12:00:00 AM,N/A,N/A
04/28/2021,CA,3634778,3634778,0,1593,0,60273,60273,0,65,0,04/30/2021 12:00:00 AM,Agree,Agree
05/03/2022,WA,1505137,,,1956,533,12708,,,2,0,05/03/2022 12:00:00 AM,N/A,N/A
10/08/2021,WA,678624,,,2317,363,8022,,,50,0,10/08/2021 12:00:00 AM,N/A,N/A
02/22/2021,CA,3446611,3446611,0,4665,0,49039,49039,0,232,0,02/24/2021 12:00:00 AM,Agree,Agree
07/08/2020,IL,150554,149432,1122,980,0,7309,7099,210,36,0,07/09/2020 03:14:15 PM,Agree,Agree
08/18/2021,CA,4225740,4057724,168016,14317,0,64291,64291,0,90,0,08/20/2021 12:00:00 AM,Agree,Agree
08/26/2020,CA,679099,679099,0,6004,0,12158,12158,0,155,0,08/28/2020 12:00:00 AM,Agree,Agree
03/07/2021,WA,344408,,,720,207,5041,,,0,0,03/07/2021 12:00:00 AM,N/A,N/A
06/27/2022,IL,3417093,3417093,0,9904,0,38535,34098,4437,25,3,06/28/2022 01:17:16 PM,Agree,Agree
05/24/2020,WA,19866,,,236,0,1061,,,4,0,05/24/2020 12:00:00 AM,N/A,N/A
06/01/2021,IL,1382587,1382587,0,401,0,25233,22835,2398,10,2,06/02/2021 02:35:40 PM,Agree,Agree
07/15/2020,CA,347634,347634,0,11187,0,7164,7164,0,125,0,07/17/2020 12:00:00 AM,Agree,Agree
04/16/2021,IL,1296381,1296381,0,3866,0,23920,21630,2290,24,3,04/17/2021 01:58:33 PM,Agree,Agree
03/02/2021,IL,1189416,1189416,0,1577,0,22803,20583,2220,44,-3,03/03/2021 03:20:17 PM,Agree,Agree
02/02/2021,CA,3270770,3270770,0,12064,0,40457,40457,0,194,0,02/04/2021 12:00:00 AM,Agree,Agree
03/30/2022,CA,9084834,8487070,597764,2761,0,88043,,,87,0,03/31/2022 02:49:40 PM,Agree,Not agree
10/02/2020,IL,300385,297646,2739,2456,250,8992,8743,249,52,5,10/03/2020 01:39:53 PM,Agree,Agree
10/14/2021,WA,692047,,,2843,443,8198,,,46,0,10/14/2021 12:00:00 AM,N/A,N/A
12/02/2021,IL,1827518,1827518,0,11524,0,29477,26499,2978,45,5,12/03/2021 03:05:46 PM,Agree,Agree
11/26/2020,WA,159542,,,2922,121,2704,,,0,0,11/26/2020 12:00:00 AM,N/A,N/A
05/04/2020,CA,54937,54937,0,1321,0,2178,2178,0,40,0,05/06/2020 12:00:00 AM,Agree,Agree
03/04/2021,CA,3488467,3488467,0,3504,0,52823,52823,0,394,0,03/06/2021 12:00:00 AM,Agree,Agree
06/14/2021,WA,443828,,,283,29,5782,,,-33,0,06/14/2021 12:00:00 AM,N/A,N/A
12/08/2020,WA,191292,,,5524,62,2967,,,26,0,12/08/2020 12:00:00 AM,N/A,N/A
05/16/2022,IL,3226197,3226197,0,16856,0,38013,33710,4303,8,3,05/17/2022 01:42:49 PM,Agree,Agree
10/17/2021,IL,1669441,1669441,0,1832,0,28243,25449,2794,23,2,10/18/2021 01:49:53 PM,Agree,Agree
02/08/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/13/2022,IL,3088725,3088725,0,2060,0,37800,33499,4301,11,1,04/14/2022 03:28:01 PM,Agree,Agree
05/03/2020,CA,53616,53616,0,1419,0,2138,2138,0,55,0,05/05/2020 12:00:00 AM,Agree,Agree
08/13/2020,WA,65162,,,588,13,1736,,,12,0,08/13/2020 12:00:00 AM,N/A,N/A
10/19/2021,CA,4808543,4592312,216231,4081,0,70437,70437,0,21,0,10/21/2021 12:00:00 AM,Agree,Agree
10/23/2020,WA,103141,,,712,26,2296,,,7,0,10/23/2020 12:00:00 AM,N/A,N/A
07/31/2020,IL,180118,178837,1281,1980,39,7692,7495,197,22,5,08/01/2020 02:38:12 PM,Agree,Agree
04/07/2022,WA,1465384,,,1101,109,12554,,,10,0,04/07/2022 12:00:00 AM,N/A,N/A
02/07/2020,WA,1,,,0,0,0,,,0,0,02/07/2020 12:00:00 AM,N/A,N/A
06/02/2020,CA,115310,115310,0,2304,0,4127,4127,0,47,0,06/04/2020 12:00:00 AM,Agree,Agree
04/03/2020,CA,10701,10701,0,1510,0,237,237,0,34,0,04/05/2020 12:00:00 AM,Agree,Agree
08/16/2020,IL,207413,206081,1332,1562,0,7955,7744,211,18,0,08/17/2020 02:26:31 PM,Agree,Agree
07/10/2022,WA,1688986,,,2427,215,13344,,,0,0,07/10/2022 12:00:00 AM,N/A,N/A
01/25/2022,CA,7929436,7482469,446967,62826,0,78118,,,17,0,01/26/2022 03:12:02 PM,Agree,Not agree
11/30/2020,WA,168737,,,2311,35,2774,,,70,0,11/30/2020 12:00:00 AM,N/A,N/A
01/05/2021,WA,257205,,,1864,22,3541,,,59,0,01/05/2021 12:00:00 AM,N/A,N/A
05/23/2020,CA,90631,90631,0,2187,0,3589,3589,0,45,0,05/25/2020 12:00:00 AM,Agree,Agree
03/08/2021,IL,1199517,1199517,0,1182,0,23020,20767,2253,6,2,03/09/2021 02:47:41 PM,Agree,Agree
07/29/2020,WA,54733,,,673,2,1554,,,6,0,07/29/2020 12:00:00 AM,N/A,N/A
04/04/2022,WA,1458355,,,619,20,12515,,,5,0,04/04/2022 12:00:00 AM,N/A,N/A
06/25/2021,IL,1390432,1390432,0,292,0,25637,23199,2438,7,-1,06/26/2021 02:17:39 PM,Agree,Agree
09/23/2021,CA,4646334,4441390,204944,11543,4849,67928,67928,0,154,0,09/25/2021 12:00:00 AM,Agree,Agree
09/11/2020,WA,79680,,,587,30,1991,,,6,0,09/11/2020 12:00:00 AM,N/A,N/A
12/08/2020,CA,1389707,1389707,0,23272,0,20087,20087,0,59,0,12/10/2020 12:00:00 AM,Agree,Agree
01/24/2022,IL,2837861,2837861,0,64499,0,33803,30155,3648,357,47,01/25/2022 02:33:43 PM,Agree,Agree
07/24/2021,IL,1409226,1409226,0,1297,0,25871,23403,2468,4,2,07/26/2021 01:16:36 PM,Agree,Agree
08/12/2020,IL,199893,198593,1300,1645,0,7881,7672,209,15,0,08/13/2020 02:12:28 PM,Agree,Agree
04/23/2022,CA,9177609,8566404,611205,0,0,89255,,,0,0,04/25/2022 12:42:22 PM,Agree,Not agree
02/09/2022,CA,8742232,8166393,575839,39312,0,80912,,,272,0,02/10/2022 02:57:07 PM,Agree,Not agree
09/13/2021,IL,1573538,1573538,0,3052,0,26969,24367,2602,42,6,09/14/2021 02:22:50 PM,Agree,Agree
12/07/2020,IL,796264,796264,0,8691,0,14216,13343,873,100,12,12/08/2020 02:59:49 PM,Agree,Agree
11/08/2021,IL,1720345,1720345,0,7359,0,28877,25986,2891,45,7,11/09/2021 03:49:35 PM,Agree,Agree
02/12/2021,CA,3381615,3381615,0,10059,0,45520,45520,0,530,0,02/14/2021 12:00:00 AM,Agree,Agree
09/25/2020,IL,286374,283885,2489,2805,291,8807,8563,244,33,8,09/26/2020 01:46:07 PM,Agree,Agree
08/29/2020,CA,693839,693839,0,4981,0,12569,12569,0,108,0,08/31/2020 12:00:00 AM,Agree,Agree
02/22/2022,WA,1405771,,,732,69,11615,,,0,0,02/22/2022 12:00:00 AM,N/A,N/A
07/08/2022,IL,3462948,3462948,0,5403,0,38660,34198,4462,19,4,07/09/2022 01:19:19 PM,Agree,Agree
11/07/2021,WA,741326,,,1740,178,8798,,,0,0,11/07/2021 12:00:00 AM,N/A,N/A
07/22/2020,CA,413576,413576,0,12807,0,7793,7793,0,116,0,07/24/2020 12:00:00 AM,Agree,Agree
12/19/2021,IL,1944056,1944056,0,0,0,30202,27117,3085,0,0,12/20/2021 03:18:49 PM,Agree,Agree
12/21/2020,CA,1892348,1892348,0,37892,0,22715,22715,0,144,0,12/23/2020 12:00:00 AM,Agree,Agree
03/09/2022,CA,9007008,8419654,587354,4985,0,86025,,,171,0,03/10/2022 02:27:26 PM,Agree,Not agree
05/24/2021,IL,1376441,1376441,0,933,0,25011,22633,2378,10,0,05/25/2021 02:17:06 PM,Agree,Agree
04/13/2022,CA,9115022,8513771,601251,0,0,88557,,,0,0,04/14/2022 03:28:01 PM,Agree,Not agree
05/26/2021,IL,1378388,1378388,0,1139,0,25057,22676,2381,28,2,05/27/2021 01:41:41 PM,Agree,Agree
02/27/2020,WA,1,,,0,0,0,,,0,0,02/27/2020 12:00:00 AM,N/A,N/A
03/23/2020,WA,2022,,,283,0,110,,,15,0,03/23/2020 12:00:00 AM,N/A,N/A
12/12/2020,WA,203370,,,3023,192,2879,,,0,0,12/12/2020 12:00:00 AM,N/A,N/A
02/14/2022,CA,8816088,8244329,571759,40158,0,82026,,,589,0,02/15/2022 03:38:24 PM,Agree,Not agree
01/26/2021,CA,3153186,3153186,0,17028,0,36660,36660,0,212,0,01/28/2021 12:00:00 AM,Agree,Agree
02/04/2021,WA,316827,,,2071,259,4416,,,28,0,02/04/2021 12:00:00 AM,N/A,N/A
02/06/2021,IL,1144281,1144281,0,3062,0,21676,19585,2091,73,14,02/07/2021 02:46:31 PM,Agree,Agree
07/10/2022,CA,10266226,9540194,726032,0,0,91930,,,0,0,07/11/2022 01:40:37 PM,Agree,Not agree
08/22/2021,WA,533831,,,2863,496,6374,,,9,0,08/22/2021 12:00:00 AM,N/A,N/A
05/03/2022,IL,3151710,3151710,0,4047,0,37919,33629,4290,13,4,05/04/2022 01:36:27 PM,Agree,Agree
06/26/2022,IL,3407189,3407189,0,0,0,38510,34076,4434,0,0,06/27/2022 01:15:35 PM,Agree,Agree
07/02/2022,WA,1669260,,,2962,304,13275,,,0,0,07/02/2022 12:00:00 AM,N/A,N/A
08/14/2020,CA,601075,601075,0,7934,0,10831,10831,0,165,0,08/16/2020 12:00:00 AM,Agree,Agree
09/15/2021,CA,4574136,4380566,193570,7760,0,67001,67001,0,188,0,09/17/2021 12:00:00 AM,Agree,Agree
10/18/2021,CA,4804462,4588231,216231,16764,0,70416,70416,0,266,0,10/20/2021 12:00:00 AM,Agree,Agree
10/16/2020,CA,861476,861476,0,3075,0,16712,16712,0,91,0,10/18/2020 12:00:00 AM,Agree,Agree
04/16/2020,CA,26182,26182,0,1758,0,870,870,0,82,0,04/18/2020 12:00:00 AM,Agree,Agree
11/25/2020,WA,156620,,,2653,76,2704,,,14,0,11/25/2020 12:00:00 AM,N/A,N/A
04/18/2021,CA,3616779,3616779,0,2667,0,59768,59768,0,78,0,04/20/2021 12:00:00 AM,Agree,Agree
07/03/2022,WA,1671436,,,2176,151,13275,,,0,0,07/03/2022 12:00:00 AM,N/A,N/A
03/19/2021,CA,3538821,3538821,0,3287,0,56027,56027,0,232,0,03/21/2021 12:00:00 AM,Agree,Agree
03/17/2021,CA,3532496,3532496,0,2441,0,55577,55577,0,205,0,03/19/2021 12:00:00 AM,Agree,Agree
03/01/2020,CA,34,34,0,0,0,0,0,0,0,0,03/03/2020 12:00:00 AM,Agree,Agree
03/07/2020,WA,84,,,18,0,16,,,5,0,03/07/2020 12:00:00 AM,N/A,N/A
06/10/2020,IL,130561,129837,724,625,0,6273,6095,178,77,0,06/11/2020 02:48:51 PM,Agree,Agree
04/05/2022,IL,3074434,3074434,0,1798,0,37727,33434,4293,36,2,04/06/2022 01:55:45 PM,Agree,Agree
04/23/2022,WA,1486442,,,3422,558,12657,,,0,0,04/23/2022 12:00:00 AM,N/A,N/A
12/20/2020,WA,223845,,,2050,77,3104,,,0,0,12/20/2020 12:00:00 AM,N/A,N/A
03/30/2020,WA,4575,,,121,0,195,,,6,0,03/30/2020 12:00:00 AM,N/A,N/A
06/30/2021,WA,450805,,,354,77,5930,,,10,0,06/30/2021 12:00:00 AM,N/A,N/A
09/10/2020,CA,742865,742865,0,3338,0,13847,13847,0,120,0,09/12/2020 12:00:00 AM,Agree,Agree
03/12/2022,IL,3045718,3045718,0,0,0,37310,33075,4235,0,0,03/14/2022 12:45:51 PM,Agree,Agree
04/07/2022,IL,3078124,3078124,0,1496,0,37751,33454,4297,13,2,04/08/2022 01:45:38 PM,Agree,Agree
05/27/2022,WA,1573137,,,3945,515,12919,,,18,0,05/27/2022 12:00:00 AM,N/A,N/A
10/18/2020,CA,867317,867317,0,2862,0,16883,16883,0,93,0,10/20/2020 12:00:00 AM,Agree,Agree
02/28/2021,CA,3475562,3475562,0,4685,0,51794,51794,0,289,0,03/02/2021 12:00:00 AM,Agree,Agree
03/08/2022,IL,3040861,3040861,0,1055,0,37180,32978,4202,29,7,03/09/2022 02:28:56 PM,Agree,Agree
10/13/2021,CA,4774247,4561319,212928,4034,0,69862,69862,0,106,0,10/15/2021 12:00:00 AM,Agree,Agree
11/24/2021,WA,767854,,,1119,272,9208,,,31,0,11/24/2021 12:00:00 AM,N/A,N/A
07/28/2021,CA,3983721,3822551,161170,6849,0,63849,63849,0,38,0,07/30/2021 12:00:00 AM,Agree,Agree
12/20/2021,CA,5204695,4935461,269234,26273,0,75167,,,171,0,12/21/2021 05:31:35 PM,Agree,Not agree
10/03/2020,WA,90664,,,818,28,2142,,,-1,0,10/03/2020 12:00:00 AM,N/A,N/A
10/22/2020,IL,363746,360159,3587,4942,0,9647,9387,260,42,0,10/23/2020 01:44:31 PM,Agree,Agree
03/28/2022,WA,1453158,,,563,31,12454,,,22,0,03/28/2022 12:00:00 AM,N/A,N/A
12/27/2020,CA,2122806,2122806,0,50141,0,24121,24121,0,219,0,12/29/2020 12:00:00 AM,Agree,Agree
06/05/2020,IL,125915,125915,0,1156,0,5795,5795,0,59,0,06/06/2020 02:31:37 PM,Agree,Agree
08/01/2020,CA,500130,500130,0,6542,0,9095,9095,0,156,0,08/03/2020 12:00:00 AM,Agree,Agree
05/11/2021,WA,415467,,,753,116,5593,,,7,0,05/11/2021 12:00:00 AM,N/A,N/A
11/23/2021,CA,5033935,4777804,256131,4163,0,73214,,,15,0,11/24/2021 03:13:47 PM,Agree,Not agree
04/17/2022,IL,3094485,3094485,0,0,0,37815,33510,4305,0,0,04/18/2022 02:50:08 PM,Agree,Agree
12/03/2021,IL,1835076,1835076,0,7558,0,29521,26535,2986,44,8,12/04/2021 02:29:01 PM,Agree,Agree
09/23/2021,IL,1608825,1608825,0,3505,0,27398,24743,2655,47,3,09/24/2021 01:56:18 PM,Agree,Agree
08/08/2020,IL,193998,192698,1300,2190,0,7840,7631,209,18,0,08/09/2020 02:03:10 PM,Agree,Agree
03/20/2020,CA,1006,1006,0,331,0,18,18,0,3,0,03/22/2020 12:00:00 AM,Agree,Agree
10/04/2020,IL,304280,301541,2739,1453,0,9040,8791,249,17,0,10/05/2020 01:49:47 PM,Agree,Agree
05/19/2021,IL,1370342,1370342,0,1633,0,24864,22494,2370,34,6,05/20/2021 03:08:06 PM,Agree,Agree
02/18/2021,IL,1168683,1168683,0,1966,0,22297,20129,2168,73,1,02/19/2021 03:33:51 PM,Agree,Agree
09/23/2020,CA,787470,787470,0,3146,0,15038,15038,0,138,0,09/25/2020 12:00:00 AM,Agree,Agree
04/30/2020,CA,48917,48917,0,2417,0,1890,1890,0,81,0,05/02/2020 12:00:00 AM,Agree,Agree
12/21/2020,WA,225234,,,1389,25,3106,,,2,0,12/21/2020 12:00:00 AM,N/A,N/A
06/09/2020,CA,133489,133489,0,2170,0,4559,4559,0,31,0,06/11/2020 12:00:00 AM,Agree,Agree
08/31/2020,IL,236725,235023,1702,1668,0,8235,8026,209,7,0,09/01/2020 02:09:34 PM,Agree,Agree
05/30/2022,IL,3286377,3286377,0,0,0,38127,33806,4321,0,0,05/31/2022 01:20:20 PM,Agree,Agree
04/29/2022,IL,3138682,3138682,0,5955,0,37898,33614,4284,10,-5,04/30/2022 01:19:13 PM,Agree,Agree
03/20/2022,WA,1446557,,,451,47,12333,,,0,0,03/20/2022 12:00:00 AM,N/A,N/A
09/27/2020,IL,290419,287930,2489,1604,0,8845,8601,244,13,0,09/28/2020 01:50:59 PM,Agree,Agree
12/26/2021,WA,830083,,,5046,62,9784,,,0,0,12/26/2021 12:00:00 AM,N/A,N/A
04/29/2020,IL,50355,50355,0,2253,0,2215,2215,0,90,0,04/30/2020 04:07:01 PM,Agree,Agree
02/07/2022,WA,1353898,,,3219,192,11099,,,132,0,02/07/2022 12:00:00 AM,N/A,N/A
10/22/2020,WA,102429,,,766,28,2289,,,3,0,10/22/2020 12:00:00 AM,N/A,N/A
03/13/2020,IL,32,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/29/2022,WA,1278524,,,18958,2826,10699,,,0,0,01/29/2022 12:00:00 AM,N/A,N/A
08/10/2020,WA,63569,,,563,0,1697,,,9,0,08/10/2020 12:00:00 AM,N/A,N/A
04/17/2021,WA,383908,,,1664,389,5380,,,0,0,04/17/2021 12:00:00 AM,N/A,N/A
03/14/2021,WA,349115,,,670,86,5123,,,0,0,03/14/2021 12:00:00 AM,N/A,N/A
01/23/2020,IL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/09/2020,WA,63006,,,739,1,1688,,,0,0,08/09/2020 12:00:00 AM,N/A,N/A
09/02/2021,WA,570274,,,4208,704,6643,,,32,0,09/02/2021 12:00:00 AM,N/A,N/A
02/11/2020,WA,1,,,0,0,0,,,0,0,02/11/2020 12:00:00 AM,N/A,N/A
08/08/2021,CA,4107763,3939747,168016,13271,0,64312,64312,0,36,0,08/10/2021 12:00:00 AM,Agree,Agree
07/28/2020,CA,466550,466550,0,6000,0,8436,8436,0,24,0,07/30/2020 12:00:00 AM,Agree,Agree
04/05/2022,CA,9105181,8503930,601251,9925,0,88355,,,148,0,04/06/2022 01:55:45 PM,Agree,Not agree
05/06/2022,WA,1511525,,,1122,278,12731,,,7,0,05/06/2022 12:00:00 AM,N/A,N/A
04/12/2020,WA,9829,,,245,0,508,,,17,0,04/12/2020 12:00:00 AM,N/A,N/A
11/07/2020,CA,956957,956957,0,5863,0,17944,17944,0,46,0,11/09/2020 12:00:00 AM,Agree,Agree
08/20/2020,IL,215053,213721,1332,1832,0,8044,7833,211,27,0,08/21/2020 02:27:34 PM,Agree,Agree
05/31/2021,WA,435688,,,547,70,5765,,,0,0,05/31/2021 12:00:00 AM,N/A,N/A
02/18/2022,CA,8867026,8296145,570881,12577,0,82873,,,284,0,02/19/2022 02:20:06 PM,Agree,Not agree
03/26/2020,IL,2538,,,673,,26,,,7,,03/26/2020 04:22:39 PM,Agree,Agree
11/09/2020,CA,971851,971851,0,5351,0,18019,18019,0,-3,0,11/11/2020 12:00:00 AM,Agree,Agree
09/12/2020,IL,262004,259909,2095,2121,0,8527,8295,232,22,0,09/13/2020 04:17:15 PM,Agree,Agree
06/19/2021,WA,446349,,,442,79,5820,,,10,0,06/19/2021 12:00:00 AM,N/A,N/A
04/20/2021,IL,1306787,1306787,0,2587,0,23989,21694,2295,13,4,04/21/2021 02:12:05 PM,Agree,Agree
01/08/2022,WA,945239,,,14819,1528,10004,,,0,0,01/08/2022 12:00:00 AM,N/A,N/A
08/25/2020,WA,71993,,,318,3,1876,,,9,0,08/25/2020 12:00:00 AM,N/A,N/A
11/17/2020,CA,1037978,1037978,0,8743,0,18343,18343,0,20,0,11/19/2020 12:00:00 AM,Agree,Agree
06/12/2020,IL,132059,131198,861,732,137,6441,6260,181,78,3,06/13/2020 05:46:26 PM,Agree,Agree
11/27/2020,WA,162090,,,2548,131,2703,,,-1,0,11/27/2020 12:00:00 AM,N/A,N/A
08/19/2021,CA,4248391,4070083,178308,22651,10292,64383,64383,0,92,0,08/21/2021 12:00:00 AM,Agree,Agree
04/19/2020,CA,30333,30333,0,1370,0,1117,1117,0,93,0,04/21/2020 12:00:00 AM,Agree,Agree
03/30/2021,WA,362404,,,752,197,5237,,,11,0,03/30/2021 12:00:00 AM,N/A,N/A
05/01/2022,IL,3138682,3138682,0,0,0,37898,33614,4284,0,0,05/02/2022 01:46:11 PM,Agree,Agree
03/05/2021,IL,1194702,1194702,0,1442,0,22946,20700,2246,44,12,03/06/2021 03:08:48 PM,Agree,Agree
12/21/2020,IL,905069,905069,0,4699,0,16527,15299,1228,120,23,12/22/2020 02:35:48 PM,Agree,Agree
07/01/2020,CA,232657,232657,0,9740,0,5978,5978,0,101,0,07/03/2020 12:00:00 AM,Agree,Agree
11/30/2020,IL,726304,726304,0,6190,0,12985,12278,707,103,18,12/01/2020 03:26:07 PM,Agree,Agree
10/30/2021,WA,726771,,,1840,258,8628,,,0,0,10/30/2021 12:00:00 AM,N/A,N/A
03/01/2022,IL,3033061,3033061,0,1841,0,36953,32803,4150,43,3,03/02/2022 02:48:48 PM,Agree,Agree
02/16/2020,CA,8,8,0,0,0,0,0,0,0,0,02/18/2020 12:00:00 AM,Agree,Agree
06/12/2020,CA,141983,141983,0,2702,0,4832,4832,0,63,0,06/14/2020 12:00:00 AM,Agree,Agree
04/18/2022,WA,1477547,,,926,60,12626,,,7,0,04/18/2022 12:00:00 AM,N/A,N/A
02/03/2022,CA,8545237,7969398,575839,96528,68448,79802,,,181,0,02/04/2022 03:29:18 PM,Agree,Not agree
06/12/2022,IL,3352983,3352983,0,0,0,38311,33926,4385,0,0,06/13/2022 02:45:26 PM,Agree,Agree
10/01/2021,WA,661386,,,3301,556,7765,,,39,0,10/01/2021 12:00:00 AM,N/A,N/A
05/03/2022,CA,9247030,8631663,615367,26000,0,89694,,,112,0,05/04/2022 01:36:27 PM,Agree,Not agree
06/10/2021,WA,441787,,,616,109,5803,,,10,0,06/10/2021 12:00:00 AM,N/A,N/A
10/15/2021,IL,1665777,1665777,0,2413,0,28197,25407,2790,45,15,10/16/2021 01:26:43 PM,Agree,Agree
09/01/2021,IL,1528120,1528120,0,5178,0,26535,23979,2556,35,9,09/02/2021 01:49:05 PM,Agree,Agree
07/29/2021,WA,471824,,,962,181,6119,,,19,0,07/29/2021 12:00:00 AM,N/A,N/A
02/27/2022,CA,8941505,8361704,579801,0,0,83992,,,0,0,02/28/2022 02:56:19 PM,Agree,Not agree
04/10/2021,WA,374794,,,1503,190,5322,,,0,0,04/10/2021 12:00:00 AM,N/A,N/A
12/11/2021,CA,5133238,4867604,265634,0,0,74509,,,0,0,12/13/2021 01:44:32 PM,Agree,Not agree
12/31/2020,WA,244803,,,3065,259,3461,,,41,0,12/31/2020 12:00:00 AM,N/A,N/A
04/08/2021,CA,3588152,3588152,0,2093,0,58788,58788,0,129,0,04/10/2021 12:00:00 AM,Agree,Agree
03/25/2021,IL,1229898,1229898,0,2190,0,23442,21171,2271,34,-1,03/26/2021 02:14:54 PM,Agree,Agree
03/11/2021,CA,3516862,3516862,0,3184,0,54590,54590,0,270,0,03/13/2021 12:00:00 AM,Agree,Agree
06/23/2020,IL,138825,137825,1000,601,0,6911,6707,204,36,0,06/24/2020 03:03:27 PM,Agree,Agree
05/18/2022,WA,1543601,,,3643,886,12833,,,16,0,05/18/2022 12:00:00 AM,N/A,N/A
04/20/2020,IL,31508,31508,0,1151,0,1349,1349,0,59,0,04/20/2020 04:22:39 PM,Agree,Agree
04/24/2021,CA,3627885,3627885,0,1229,0,60135,60135,0,49,0,04/26/2021 12:00:00 AM,Agree,Agree
10/24/2021,WA,714040,,,1875,318,8451,,,0,0,10/24/2021 12:00:00 AM,N/A,N/A
02/01/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/16/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/19/2020,WA,1,,,0,0,0,,,0,0,02/19/2020 12:00:00 AM,N/A,N/A
04/19/2021,WA,386199,,,523,59,5394,,,14,0,04/19/2021 12:00:00 AM,N/A,N/A
06/14/2020,CA,148855,148855,0,3212,0,4961,4961,0,82,0,06/16/2020 12:00:00 AM,Agree,Agree
06/04/2021,WA,438352,,,812,149,5836,,,15,0,06/04/2021 12:00:00 AM,N/A,N/A
01/28/2021,CA,3186610,3186610,0,16696,0,38070,38070,0,744,0,01/30/2021 12:00:00 AM,Agree,Agree
04/11/2020,WA,9584,,,453,0,491,,,16,0,04/11/2020 12:00:00 AM,N/A,N/A
02/16/2021,CA,3412057,3412057,0,5692,0,46795,46795,0,76,0,02/18/2021 12:00:00 AM,Agree,Agree
06/19/2021,CA,3701926,3701926,0,1176,0,62654,62654,0,32,0,06/21/2021 12:00:00 AM,Agree,Agree
10/15/2020,CA,858401,858401,0,3329,0,16621,16621,0,99,0,10/17/2020 12:00:00 AM,Agree,Agree
05/21/2021,IL,1373457,1373457,0,1573,0,24935,22556,2379,22,2,05/22/2021 06:59:37 PM,Agree,Agree
07/20/2021,CA,3922970,3767185,155785,4723,0,63653,63653,0,4,0,07/22/2021 12:00:00 AM,Agree,Agree
04/02/2022,WA,1457184,,,758,90,12510,,,0,0,04/02/2022 12:00:00 AM,N/A,N/A
02/01/2020,WA,1,,,0,0,0,,,0,0,02/01/2020 12:00:00 AM,N/A,N/A
03/15/2021,WA,349717,,,602,124,5135,,,12,0,03/15/2021 12:00:00 AM,N/A,N/A
03/05/2022,CA,8987031,8399677,587354,0,0,85353,,,0,0,03/07/2022 01:47:14 PM,Agree,Not agree
06/15/2022,WA,1622157,,,3086,572,13084,,,21,0,06/15/2022 12:00:00 AM,N/A,N/A
12/14/2021,IL,1911649,1911649,0,7390,0,29985,26934,3051,31,3,12/15/2021 02:52:52 PM,Agree,Agree
05/11/2022,CA,9307414,8687626,619788,0,0,89957,,,0,0,05/12/2022 01:16:14 PM,Agree,Not agree
05/02/2021,IL,1339728,1339728,0,1860,0,24358,22019,2339,28,1,05/03/2021 01:58:14 PM,Agree,Agree
06/07/2020,IL,127757,127757,0,867,0,5904,5904,0,40,0,06/08/2020 02:55:08 PM,Agree,Agree
11/17/2021,IL,1752502,1752502,0,4989,0,29083,26160,2923,29,6,11/18/2021 04:58:36 PM,Agree,Agree
06/12/2022,WA,1614993,,,1991,210,13046,,,0,0,06/12/2022 12:00:00 AM,N/A,N/A
01/23/2022,IL,2773362,2773362,0,0,0,33446,29845,3601,0,0,01/24/2022 03:59:16 PM,Agree,Agree
09/13/2020,CA,754923,754923,0,4625,0,14210,14210,0,128,0,09/15/2020 12:00:00 AM,Agree,Agree
05/08/2022,WA,1517404,,,1738,102,12731,,,0,0,05/08/2022 12:00:00 AM,N/A,N/A
08/15/2020,IL,205851,204519,1332,1828,0,7937,7726,211,5,0,08/16/2020 02:57:14 PM,Agree,Agree
01/05/2021,CA,2452334,2452334,0,42631,0,26807,26807,0,327,0,01/07/2021 12:00:00 AM,Agree,Agree
12/31/2021,CA,5477529,5191438,286091,56367,0,75847,,,109,0,01/01/2022 02:12:51 PM,Agree,Not agree
08/30/2021,CA,4396971,4213057,183914,14968,0,65271,65271,0,28,0,09/01/2021 12:00:00 AM,Agree,Agree
05/06/2020,CA,58815,58815,0,2603,0,2325,2325,0,104,0,05/08/2020 12:00:00 AM,Agree,Agree
